commodity,country,quantity
"Oil, Coconut",Indonesia,354.0
"Oil, Coconut",Iraq,91.0
"Oil, Coconut",Ireland,120.0
"Oil, Coconut",Italy,924.0
"Oil, Coconut",Japan,1621.0
"Oil, Coconut","Korea, South",1340.0
"Oil, Coconut",Malaysia,3011.0
"Oil, Coconut",Mexico,439.0
"Oil, Coconut",Mozambique,0.0
"Oil, Coconut",Netherlands,1797.0
"Oil, Coconut",Nigeria,0.0
"Oil, Coconut",Norway,137.0
"Oil, Coconut",Papua New Guinea,0.0
"Oil, Coconut",Philippines,5.0
"Oil, Coconut",Poland,77.0
"Oil, Coconut",Portugal,2.0
"Oil, Coconut",Russia,1212.0
"Oil, Coconut",Samoa,0.0
"Oil, Coconut",Singapore,1486.0
"Oil, Coconut",South Africa,405.0
"Oil, Coconut",Spain,365.0
"Oil, Coconut",Sri Lanka,122.0
"Oil, Coconut",Sweden,22.0
"Oil, Coconut",Switzerland,206.0
"Oil, Coconut",Tanzania,4.0
"Oil, Coconut",Thailand,145.0
"Oil, Coconut",Turkey,447.0
"Oil, Coconut",Union of Soviet Socialist Repu,886.0
"Oil, Coconut",United Kingdom,1275.0
"Oil, Coconut",United States,21620.0
"Oil, Coconut",Vietnam,83.0
"Oil, Cottonseed",Albania,0.0
"Oil, Cottonseed",Algeria,0.0
"Oil, Cottonseed",Argentina,1.0
"Oil, Cottonseed",Armenia,2.0
"Oil, Cottonseed",Australia,82.0
"Oil, Cottonseed",Austria,11.0
"Oil, Cottonseed",Azerbaijan,0.0
"Oil, Cottonseed",Belgium-Luxembourg,2.0
"Oil, Cottonseed",Benin,0.0
"Oil, Cottonseed",Brazil,65.0
"Oil, Cottonseed",Bulgaria,0.0
"Oil, Cottonseed",Burkina,2.0
"Oil, Cottonseed",Burma,0.0
"Oil, Cottonseed",Cameroon,0.0
"Oil, Cottonseed",Canada,644.0
"Oil, Cottonseed",Chad,0.0
"Oil, Cottonseed",China,0.0
"Oil, Cottonseed",Costa Rica,74.0
"Oil, Cottonseed",Cote d'Ivoire,5.0
"Oil, Cottonseed",Cuba,0.0
"Oil, Cottonseed",EU-15,86.0
"Oil, Cottonseed",EU-25,0.0
"Oil, Cottonseed",Egypt,3760.0
"Oil, Cottonseed",El Salvador,474.0
"Oil, Cottonseed",European Union,60.0
"Oil, Cottonseed",Former Yugoslavia,0.0
"Oil, Cottonseed",France,2.0
"Oil, Cottonseed",Georgia,90.0
"Oil, Cottonseed",German Democratic Republic,172.0
"Oil, Cottonseed",Germany,0.0
"Oil, Cottonseed","Germany, Federal Republic of",214.0
"Oil, Cottonseed",Greece,11.0
"Oil, Cottonseed",Guatemala,121.0
"Oil, Cottonseed",Honduras,27.0
"Oil, Cottonseed",India,298.0
"Oil, Cottonseed",Indonesia,0.0
"Oil, Cottonseed",Iran,266.0
"Oil, Cottonseed",Iraq,0.0
"Oil, Cottonseed",Ireland,15.0
"Oil, Cottonseed",Italy,2.0
"Oil, Cottonseed",Japan,727.0
"Oil, Cottonseed",Kazakhstan,364.0
"Oil, Cottonseed","Korea, South",396.0
"Oil, Cottonseed",Kyrgyzstan,325.0
"Oil, Cottonseed",Madagascar,202.0
"Oil, Cottonseed",Malaysia,2.0
"Oil, Cottonseed",Mali,0.0
"Oil, Cottonseed",Mexico,321.0
"Oil, Cottonseed",Morocco,11.0
"Oil, Cottonseed",Mozambique,0.0
"Oil, Cottonseed",Netherlands,22.0
"Oil, Cottonseed",Niger,0.0
"Oil, Cottonseed",Nigeria,52.0
"Oil, Cottonseed",Pakistan,24.0
"Oil, Cottonseed",Paraguay,0.0
"Oil, Cottonseed",Poland,45.0
"Oil, Cottonseed",Russia,736.0
"Oil, Cottonseed",Saudi Arabia,156.0
"Oil, Cottonseed",Somalia,0.0
"Oil, Cottonseed",South Africa,295.0
"Oil, Cottonseed",Spain,3.0
"Oil, Cottonseed",Sudan,0.0
"Oil, Cottonseed",Sweden,159.0
"Oil, Cottonseed",Syria,17.0
"Oil, Cottonseed",Tajikistan,101.0
"Oil, Cottonseed",Tanzania,0.0
"Oil, Cottonseed",Togo,0.0
"Oil, Cottonseed",Turkey,136.0
"Oil, Cottonseed",Turkmenistan,40.0
"Oil, Cottonseed",Uganda,0.0
"Oil, Cottonseed",Union of Soviet Socialist Repu,6.0
"Oil, Cottonseed",United Kingdom,224.0
"Oil, Cottonseed",United States,144.0
"Oil, Cottonseed",Uzbekistan,249.0
"Oil, Cottonseed",Yemen (Aden),2.0
"Oil, Cottonseed",Yemen (Sanaa),0.0
"Oil, Cottonseed",Zimbabwe,32.0
"Oil, Olive",Algeria,2.0
"Oil, Olive",Australia,837.0
"Oil, Olive",Belgium-Luxembourg,29.0
"Oil, Olive",Brazil,1193.0
"Oil, Olive",Canada,765.0
"Oil, Olive",EU-15,1040.0
"Oil, Olive",EU-25,0.0
"Oil, Olive",European Union,2151.0
"Oil, Olive",France,821.0
"Oil, Olive","Germany, Federal Republic of",115.0
"Oil, Olive",Greece,74.0
"Oil, Olive",Israel,123.0
"Oil, Olive",Italy,4302.0
"Oil, Olive",Jordan,157.0
"Oil, Olive",Lebanon,84.0
"Oil, Olive",Libya,625.0
"Oil, Olive",Morocco,106.0
"Oil, Olive",Netherlands,32.0
"Oil, Olive",Norway,11.0
"Oil, Olive",Portugal,166.0
"Oil, Olive",Saudi Arabia,404.0
"Oil, Olive",Spain,71.0
"Oil, Olive",Switzerland,312.0
"Oil, Olive",Syria,108.0
"Oil, Olive",Tunisia,26.0
"Oil, Olive",Turkey,57.0
"Oil, Olive",Union of Soviet Socialist Repu,266.0
"Oil, Olive",United Kingdom,240.0
"Oil, Olive",United States,6299.0
"Oil, Palm",Afghanistan,2222.0
"Oil, Palm",Algeria,1536.0
"Oil, Palm",Angola,1731.0
"Oil, Palm",Australia,3739.0
"Oil, Palm",Austria,189.0
"Oil, Palm",Bangladesh,14487.0
"Oil, Palm",Belgium-Luxembourg,1200.0
"Oil, Palm",Benin,4252.0
"Oil, Palm",Brazil,2197.0
"Oil, Palm",Burma,7271.0
"Oil, Palm",Cameroon,605.0
"Oil, Palm",Canada,1269.0
"Oil, Palm",China,87179.0
"Oil, Palm",Colombia,908.0
"Oil, Palm",Congo (Kinshasa),837.0
"Oil, Palm",Costa Rica,209.0
"Oil, Palm",Cote d'Ivoire,500.0
"Oil, Palm",Denmark,451.0
"Oil, Palm",Dominican Republic,255.0
"Oil, Palm",EU-15,14886.0
"Oil, Palm",EU-25,0.0
"Oil, Palm",Ecuador,104.0
"Oil, Palm",Egypt,17987.0
"Oil, Palm",El Salvador,1248.0
"Oil, Palm",Ethiopia,2262.0
"Oil, Palm",European Union,73962.0
"Oil, Palm",Finland,44.0
"Oil, Palm",Former Czechoslovakia,7.0
"Oil, Palm",Former Yugoslavia,83.0
"Oil, Palm",France,1747.0
"Oil, Palm","Germany, Federal Republic of",4898.0
"Oil, Palm",Ghana,2521.0
"Oil, Palm",Greece,82.0
"Oil, Palm",Guatemala,375.0
"Oil, Palm",Guinea,506.0
"Oil, Palm",Haiti,1508.0
"Oil, Palm",Honduras,190.0
"Oil, Palm",Hong Kong,2866.0
"Oil, Palm",India,102181.0
"Oil, Palm",Indonesia,2214.0
"Oil, Palm",Iran,8018.0
"Oil, Palm",Iraq,7097.0
"Oil, Palm",Ireland,130.0
"Oil, Palm",Italy,1889.0
"Oil, Palm",Japan,14543.0
"Oil, Palm",Jordan,4567.0
"Oil, Palm",Kenya,10122.0
"Oil, Palm","Korea, North",114.0
"Oil, Palm","Korea, South",7277.0
"Oil, Palm",Kuwait,1008.0
"Oil, Palm",Liberia,214.0
"Oil, Palm",Madagascar,25.0
"Oil, Palm",Malaysia,12877.0
"Oil, Palm",Mexico,6171.0
"Oil, Palm",Mozambique,1706.0
"Oil, Palm",Netherlands,4678.0
"Oil, Palm",New Zealand,523.0
"Oil, Palm",Nigeria,7689.0
"Oil, Palm",Norway,409.0
"Oil, Palm",Oman,1706.0
"Oil, Palm",Other,19855.0
"Oil, Palm",Pakistan,43320.0
"Oil, Palm",Papua New Guinea,232.0
"Oil, Palm",Peru,435.0
"Oil, Palm",Philippines,1390.0
"Oil, Palm",Poland,419.0
"Oil, Palm",Portugal,298.0
"Oil, Palm",Russia,9483.0
"Oil, Palm",Rwanda,342.0
"Oil, Palm",Saudi Arabia,7569.0
"Oil, Palm",Sierra Leone,160.0
"Oil, Palm",Singapore,24435.0
"Oil, Palm",South Africa,6137.0
"Oil, Palm",Spain,368.0
"Oil, Palm",Sri Lanka,2544.0
"Oil, Palm",Sudan,1876.0
"Oil, Palm",Sweden,328.0
"Oil, Palm",Switzerland,516.0
"Oil, Palm",Taiwan,3149.0
"Oil, Palm",Tanzania,4739.0
"Oil, Palm",Thailand,656.0
"Oil, Palm",Togo,2168.0
"Oil, Palm",Turkey,8778.0
"Oil, Palm",Union of Soviet Socialist Repu,2005.0
"Oil, Palm",United Arab Emirates,6108.0
"Oil, Palm",United Kingdom,5822.0
"Oil, Palm",United States,16350.0
"Oil, Palm",Venezuela,1010.0
"Oil, Palm",Vietnam,6960.0
"Oil, Palm",Yemen,2719.0
"Oil, Palm",Yemen (Aden),169.0
"Oil, Palm",Yemen (Sanaa),576.0
"Oil, Palm",Zimbabwe,436.0
"Oil, Palm Kernel",Belgium-Luxembourg,128.0
"Oil, Palm Kernel",Benin,0.0
"Oil, Palm Kernel",Brazil,1783.0
"Oil, Palm Kernel",Cameroon,12.0
"Oil, Palm Kernel",Canada,528.0
"Oil, Palm Kernel",China,5367.0
"Oil, Palm Kernel",Colombia,26.0
"Oil, Palm Kernel",Congo (Kinshasa),1.0
"Oil, Palm Kernel",Costa Rica,11.0
"Oil, Palm Kernel",Cote d'Ivoire,1.0
"Oil, Palm Kernel",Denmark,170.0
"Oil, Palm Kernel",Dominican Republic,0.0
"Oil, Palm Kernel",EU-15,3178.0
"Oil, Palm Kernel",EU-25,0.0
"Oil, Palm Kernel",Ecuador,25.0
"Oil, Palm Kernel",European Union,9387.0
"Oil, Palm Kernel",France,477.0
"Oil, Palm Kernel",German Democratic Republic,38.0
"Oil, Palm Kernel",Germany,0.0
"Oil, Palm Kernel","Germany, Federal Republic of",1421.0
"Oil, Palm Kernel",Ghana,12.0
"Oil, Palm Kernel",Guatemala,0.0
"Oil, Palm Kernel",Guinea,0.0
"Oil, Palm Kernel",Guinea-Bissau,0.0
"Oil, Palm Kernel",Honduras,12.0
"Oil, Palm Kernel",Hungary,4.0
"Oil, Palm Kernel",India,2444.0
"Oil, Palm Kernel",Indonesia,74.0
"Oil, Palm Kernel",Ireland,53.0
"Oil, Palm Kernel",Italy,295.0
"Oil, Palm Kernel",Japan,1826.0
"Oil, Palm Kernel",Liberia,0.0
"Oil, Palm Kernel",Malaysia,4357.0
"Oil, Palm Kernel",Mexico,1197.0
"Oil, Palm Kernel",Mozambique,285.0
"Oil, Palm Kernel",Netherlands,1539.0
"Oil, Palm Kernel",Nigeria,95.0
"Oil, Palm Kernel",Papua New Guinea,0.0
"Oil, Palm Kernel",Philippines,320.0
"Oil, Palm Kernel",Poland,72.0
"Oil, Palm Kernel",Portugal,0.0
"Oil, Palm Kernel",Russia,604.0
"Oil, Palm Kernel",Saudi Arabia,353.0
"Oil, Palm Kernel",Sierra Leone,0.0
"Oil, Palm Kernel",Singapore,826.0
"Oil, Palm Kernel",South Africa,1151.0
"Oil, Palm Kernel",Spain,229.0
"Oil, Palm Kernel",Sweden,51.0
"Oil, Palm Kernel",Switzerland,117.0
"Oil, Palm Kernel",Thailand,310.0
"Oil, Palm Kernel",Togo,0.0
"Oil, Palm Kernel",Union of Soviet Socialist Repu,60.0
"Oil, Palm Kernel",United Kingdom,1415.0
"Oil, Palm Kernel",United States,7645.0
"Oil, Peanut",Argentina,0.0
"Oil, Peanut",Bangladesh,0.0
"Oil, Peanut",Belgium-Luxembourg,700.0
"Oil, Peanut",Benin,0.0
"Oil, Peanut",Brazil,15.0
"Oil, Peanut",Burkina,0.0
"Oil, Peanut",Burma,0.0
"Oil, Peanut",Cameroon,0.0
"Oil, Peanut",Central African Republic,0.0
"Oil, Peanut",Chad,0.0
"Oil, Peanut",China,640.0
"Oil, Peanut",Congo (Kinshasa),0.0
"Oil, Peanut",Cote d'Ivoire,0.0
"Oil, Peanut",Dominican Republic,6.0
"Oil, Peanut",EU-15,1296.0
"Oil, Peanut",EU-25,0.0
"Oil, Peanut",Ecuador,1.0
"Oil, Peanut",European Union,1580.0
"Oil, Peanut",Former Czechoslovakia,0.0
"Oil, Peanut",France,3174.0
"Oil, Peanut","Gambia, The",0.0
"Oil, Peanut",German Democratic Republic,13.0
"Oil, Peanut","Germany, Federal Republic of",586.0
"Oil, Peanut",Guinea,0.0
"Oil, Peanut",Hong Kong,821.0
"Oil, Peanut",India,68.0
"Oil, Peanut",Indonesia,0.0
"Oil, Peanut",Italy,708.0
"Oil, Peanut",Japan,18.0
"Oil, Peanut",Malawi,0.0
"Oil, Peanut",Malaysia,30.0
"Oil, Peanut",Mali,0.0
"Oil, Peanut",Mexico,0.0
"Oil, Peanut",Mozambique,0.0
"Oil, Peanut",Netherlands,299.0
"Oil, Peanut",Niger,0.0
"Oil, Peanut",Nigeria,86.0
"Oil, Peanut",Philippines,0.0
"Oil, Peanut",Senegal,19.0
"Oil, Peanut",South Africa,0.0
"Oil, Peanut",Spain,3.0
"Oil, Peanut",Sudan,0.0
"Oil, Peanut",Sweden,20.0
"Oil, Peanut",Switzerland,427.0
"Oil, Peanut",Taiwan,36.0
"Oil, Peanut",Tanzania,0.0
"Oil, Peanut",Thailand,0.0
"Oil, Peanut",Togo,0.0
"Oil, Peanut",Turkey,0.0
"Oil, Peanut",Uganda,0.0
"Oil, Peanut",United Kingdom,359.0
"Oil, Peanut",United States,512.0
"Oil, Peanut",Vietnam,1.0
"Oil, Peanut",Zambia,0.0
"Oil, Peanut",Zimbabwe,0.0
"Oil, Rapeseed",Algeria,2450.0
"Oil, Rapeseed",Argentina,0.0
"Oil, Rapeseed",Australia,322.0
"Oil, Rapeseed",Austria,443.0
"Oil, Rapeseed",Bangladesh,1031.0
"Oil, Rapeseed",Belarus,15.0
"Oil, Rapeseed",Belgium-Luxembourg,535.0
"Oil, Rapeseed",Canada,1585.0
"Oil, Rapeseed",Chile,407.0
"Oil, Rapeseed",China,13105.0
"Oil, Rapeseed",Colombia,0.0
"Oil, Rapeseed",Congo (Kinshasa),45.0
"Oil, Rapeseed",Cyprus,21.0
"Oil, Rapeseed",Czech Republic,28.0
"Oil, Rapeseed",Denmark,78.0
"Oil, Rapeseed",EU-15,212.0
"Oil, Rapeseed",EU-25,0.0
"Oil, Rapeseed",Ethiopia,54.0
"Oil, Rapeseed",European Union,4202.0
"Oil, Rapeseed",Finland,0.0
"Oil, Rapeseed",Former Czechoslovakia,22.0
"Oil, Rapeseed",France,371.0
"Oil, Rapeseed",German Democratic Republic,104.0
"Oil, Rapeseed",Germany,0.0
"Oil, Rapeseed","Germany, Federal Republic of",1062.0
"Oil, Rapeseed",Ghana,21.0
"Oil, Rapeseed",Hong Kong,3097.0
"Oil, Rapeseed",Hungary,0.0
"Oil, Rapeseed",India,3709.0
"Oil, Rapeseed",Indonesia,1018.0
"Oil, Rapeseed",Ireland,126.0
"Oil, Rapeseed",Italy,1195.0
"Oil, Rapeseed",Jamaica,8.0
"Oil, Rapeseed",Japan,632.0
"Oil, Rapeseed",Kazakhstan,0.0
"Oil, Rapeseed","Korea, South",838.0
"Oil, Rapeseed",Lithuania,67.0
"Oil, Rapeseed",Malaysia,11.0
"Oil, Rapeseed",Mauritania,43.0
"Oil, Rapeseed",Mexico,2057.0
"Oil, Rapeseed",Morocco,1550.0
"Oil, Rapeseed",Netherlands,1360.0
"Oil, Rapeseed",New Zealand,440.0
"Oil, Rapeseed",Nicaragua,18.0
"Oil, Rapeseed",Nigeria,670.0
"Oil, Rapeseed",Norway,2492.0
"Oil, Rapeseed",Pakistan,142.0
"Oil, Rapeseed",Paraguay,0.0
"Oil, Rapeseed",Poland,209.0
"Oil, Rapeseed",Romania,0.0
"Oil, Rapeseed",Russia,864.0
"Oil, Rapeseed",Senegal,414.0
"Oil, Rapeseed",Singapore,217.0
"Oil, Rapeseed",Slovakia,15.0
"Oil, Rapeseed",South Africa,147.0
"Oil, Rapeseed",Spain,137.0
"Oil, Rapeseed",Sweden,5.0
"Oil, Rapeseed",Switzerland,125.0
"Oil, Rapeseed",Taiwan,447.0
"Oil, Rapeseed",Tunisia,653.0
"Oil, Rapeseed",Turkey,268.0
"Oil, Rapeseed",Ukraine,165.0
"Oil, Rapeseed",Union of Soviet Socialist Repu,147.0
"Oil, Rapeseed",United Arab Emirates,27.0
"Oil, Rapeseed",United Kingdom,638.0
"Oil, Rapeseed",United States,19604.0
"Oil, Soybean",Algeria,5766.0
"Oil, Soybean",Angola,1799.0
"Oil, Soybean",Argentina,119.0
"Oil, Soybean",Australia,1022.0
"Oil, Soybean",Austria,632.0
"Oil, Soybean",Bangladesh,10387.0
"Oil, Soybean",Barbados,14.0
"Oil, Soybean",Belgium-Luxembourg,932.0
"Oil, Soybean",Bolivia,185.0
"Oil, Soybean",Bosnia and Herzegovina,70.0
"Oil, Soybean",Brazil,3041.0
"Oil, Soybean",Burma,0.0
"Oil, Soybean",Cambodia,51.0
"Oil, Soybean",Canada,1525.0
"Oil, Soybean",Chile,2284.0
"Oil, Soybean",China,36442.0
"Oil, Soybean",Colombia,4906.0
"Oil, Soybean",Costa Rica,65.0
"Oil, Soybean",Cote d'Ivoire,0.0
"Oil, Soybean",Croatia,30.0
"Oil, Soybean",Cuba,1455.0
"Oil, Soybean",Cyprus,283.0
"Oil, Soybean",Czech Republic,138.0
"Oil, Soybean",Denmark,493.0
"Oil, Soybean",Dominican Republic,3575.0
"Oil, Soybean",EU-15,182.0
"Oil, Soybean",EU-25,0.0
"Oil, Soybean",Ecuador,2694.0
"Oil, Soybean",Egypt,6000.0
"Oil, Soybean",El Salvador,417.0
"Oil, Soybean",Ethiopia,271.0
"Oil, Soybean",European Union,6748.0
"Oil, Soybean",Finland,18.0
"Oil, Soybean",Former Czechoslovakia,117.0
"Oil, Soybean",Former Yugoslavia,1262.0
"Oil, Soybean",France,1822.0
"Oil, Soybean",German Democratic Republic,1052.0
"Oil, Soybean","Germany, Federal Republic of",2126.0
"Oil, Soybean",Greece,145.0
"Oil, Soybean",Guatemala,1310.0
"Oil, Soybean",Guyana,30.0
"Oil, Soybean",Haiti,945.0
"Oil, Soybean",Hong Kong,1568.0
"Oil, Soybean",India,29491.0
"Oil, Soybean",Indonesia,467.0
"Oil, Soybean",Iran,20355.0
"Oil, Soybean",Ireland,232.0
"Oil, Soybean",Israel,636.0
"Oil, Soybean",Italy,1113.0
"Oil, Soybean",Jamaica,528.0
"Oil, Soybean",Japan,637.0
"Oil, Soybean",Jordan,597.0
"Oil, Soybean","Korea, North",915.0
"Oil, Soybean","Korea, South",4491.0
"Oil, Soybean",Kyrgyzstan,0.0
"Oil, Soybean",Lebanon,852.0
"Oil, Soybean",Madagascar,755.0
"Oil, Soybean",Malaysia,2165.0
"Oil, Soybean",Mauritius,767.0
"Oil, Soybean",Mexico,4222.0
"Oil, Soybean",Morocco,9298.0
"Oil, Soybean",Netherlands,1031.0
"Oil, Soybean",New Zealand,594.0
"Oil, Soybean",Nicaragua,678.0
"Oil, Soybean",Nigeria,416.0
"Oil, Soybean",Norway,466.0
"Oil, Soybean",Pakistan,7950.0
"Oil, Soybean",Panama,865.0
"Oil, Soybean",Paraguay,45.0
"Oil, Soybean",Peru,6815.0
"Oil, Soybean",Philippines,778.0
"Oil, Soybean",Poland,1313.0
"Oil, Soybean",Portugal,5.0
"Oil, Soybean",Romania,18.0
"Oil, Soybean",Russia,2537.0
"Oil, Soybean",Saudi Arabia,233.0
"Oil, Soybean",Senegal,1651.0
"Oil, Soybean",Serbia,10.0
"Oil, Soybean",Serbia and Montenegro,1.0
"Oil, Soybean",Singapore,2181.0
"Oil, Soybean",Slovenia,58.0
"Oil, Soybean",Somalia,203.0
"Oil, Soybean",South Africa,3634.0
"Oil, Soybean",Spain,294.0
"Oil, Soybean",Sri Lanka,10.0
"Oil, Soybean",Sweden,1369.0
"Oil, Soybean",Switzerland,173.0
"Oil, Soybean",Syria,549.0
"Oil, Soybean",Taiwan,568.0
"Oil, Soybean",Tanzania,314.0
"Oil, Soybean",Thailand,256.0
"Oil, Soybean",Trinidad and Tobago,322.0
"Oil, Soybean",Tunisia,4723.0
"Oil, Soybean",Turkey,4267.0
"Oil, Soybean",Ukraine,392.0
"Oil, Soybean",Union of Soviet Socialist Repu,1231.0
"Oil, Soybean",United Arab Emirates,845.0
"Oil, Soybean",United Kingdom,1866.0
"Oil, Soybean",United States,1173.0
"Oil, Soybean",Uruguay,313.0
"Oil, Soybean",Uzbekistan,42.0
"Oil, Soybean",Venezuela,7306.0
"Oil, Soybean",Vietnam,1395.0
"Oil, Soybean",Zambia,312.0
"Oil, Soybean",Zimbabwe,554.0
"Oil, Soybean (Local)",Argentina,124.0
"Oil, Soybean (Local)",Brazil,2836.0
"Oil, Sunflowerseed",Algeria,5688.0
"Oil, Sunflowerseed",Argentina,8.0
"Oil, Sunflowerseed",Australia,783.0
"Oil, Sunflowerseed",Austria,548.0
"Oil, Sunflowerseed",Belarus,1617.0
"Oil, Sunflowerseed",Belgium-Luxembourg,890.0
"Oil, Sunflowerseed",Bolivia,7.0
"Oil, Sunflowerseed",Bosnia and Herzegovina,883.0
"Oil, Sunflowerseed",Brazil,617.0
"Oil, Sunflowerseed",Bulgaria,34.0
"Oil, Sunflowerseed",Burma,0.0
"Oil, Sunflowerseed",Canada,655.0
"Oil, Sunflowerseed",China,1963.0
"Oil, Sunflowerseed",Croatia,110.0
"Oil, Sunflowerseed",Cuba,2301.0
"Oil, Sunflowerseed",Czech Republic,30.0
"Oil, Sunflowerseed",Denmark,60.0
"Oil, Sunflowerseed",EU-15,1229.0
"Oil, Sunflowerseed",EU-25,0.0
"Oil, Sunflowerseed",Egypt,9764.0
"Oil, Sunflowerseed",Estonia,124.0
"Oil, Sunflowerseed",European Union,13632.0
"Oil, Sunflowerseed",Finland,37.0
"Oil, Sunflowerseed",Former Czechoslovakia,567.0
"Oil, Sunflowerseed",Former Yugoslavia,284.0
"Oil, Sunflowerseed",France,2285.0
"Oil, Sunflowerseed",Georgia,576.0
"Oil, Sunflowerseed",German Democratic Republic,627.0
"Oil, Sunflowerseed","Germany, Federal Republic of",1693.0
"Oil, Sunflowerseed",Greece,59.0
"Oil, Sunflowerseed",Guatemala,560.0
"Oil, Sunflowerseed",Haiti,3.0
"Oil, Sunflowerseed",Hungary,83.0
"Oil, Sunflowerseed",India,10024.0
"Oil, Sunflowerseed",Iran,5420.0
"Oil, Sunflowerseed",Iraq,1923.0
"Oil, Sunflowerseed",Ireland,136.0
"Oil, Sunflowerseed",Israel,275.0
"Oil, Sunflowerseed",Italy,292.0
"Oil, Sunflowerseed",Japan,801.0
"Oil, Sunflowerseed",Jordan,317.0
"Oil, Sunflowerseed",Kazakhstan,1068.0
"Oil, Sunflowerseed",Kyrgyzstan,0.0
"Oil, Sunflowerseed",Latvia,256.0
"Oil, Sunflowerseed",Lebanon,0.0
"Oil, Sunflowerseed",Libya,597.0
"Oil, Sunflowerseed",Lithuania,248.0
"Oil, Sunflowerseed",Macedonia,407.0
"Oil, Sunflowerseed",Mexico,3638.0
"Oil, Sunflowerseed",Moldova,114.0
"Oil, Sunflowerseed",Morocco,501.0
"Oil, Sunflowerseed",Netherlands,1009.0
"Oil, Sunflowerseed",Pakistan,111.0
"Oil, Sunflowerseed",Paraguay,102.0
"Oil, Sunflowerseed",Peru,142.0
"Oil, Sunflowerseed",Poland,1150.0
"Oil, Sunflowerseed",Portugal,22.0
"Oil, Sunflowerseed",Romania,402.0
"Oil, Sunflowerseed",Russia,4861.0
"Oil, Sunflowerseed",Serbia,61.0
"Oil, Sunflowerseed",Serbia and Montenegro,17.0
"Oil, Sunflowerseed",Slovakia,20.0
"Oil, Sunflowerseed",Slovenia,274.0
"Oil, Sunflowerseed",South Africa,3654.0
"Oil, Sunflowerseed",Spain,396.0
"Oil, Sunflowerseed",Sweden,90.0
"Oil, Sunflowerseed",Switzerland,1640.0
"Oil, Sunflowerseed",Syria,1129.0
"Oil, Sunflowerseed",Taiwan,463.0
"Oil, Sunflowerseed",Turkey,8448.0
"Oil, Sunflowerseed",Ukraine,1550.0
"Oil, Sunflowerseed",Union of Soviet Socialist Repu,1776.0
"Oil, Sunflowerseed",United Kingdom,1171.0
"Oil, Sunflowerseed",United States,560.0
"Oil, Sunflowerseed",Uruguay,171.0
"Oil, Sunflowerseed",Uzbekistan,875.0
"Oil, Sunflowerseed",Venezuela,2074.0
"Oilseed, Copra",Australia,339.0
"Oilseed, Copra",Belgium-Luxembourg,354.0
"Oilseed, Copra",Comoros,0.0
"Oilseed, Copra",Cote d'Ivoire,0.0
"Oilseed, Copra",Denmark,438.0
"Oilseed, Copra",EU-15,682.0
"Oilseed, Copra",EU-25,0.0
"Oilseed, Copra",European Union,308.0
"Oilseed, Copra",Fiji,38.0
"Oilseed, Copra",France,1056.0
"Oilseed, Copra",German Democratic Republic,111.0
"Oilseed, Copra",Germany,0.0
"Oilseed, Copra","Germany, Federal Republic of",4735.0
"Oilseed, Copra",Ghana,0.0
"Oilseed, Copra",Hong Kong,22.0
"Oilseed, Copra",India,298.0
"Oilseed, Copra",Indonesia,95.0
"Oilseed, Copra",Ireland,93.0
"Oilseed, Copra",Italy,277.0
"Oilseed, Copra",Japan,2791.0
"Oilseed, Copra","Korea, South",663.0
"Oilseed, Copra",Malaysia,762.0
"Oilseed, Copra",Mexico,1.0
"Oilseed, Copra",Mozambique,0.0
"Oilseed, Copra",Netherlands,1716.0
"Oilseed, Copra",Nigeria,0.0
"Oilseed, Copra",Norway,392.0
"Oilseed, Copra",Papua New Guinea,0.0
"Oilseed, Copra",Philippines,737.0
"Oilseed, Copra",Portugal,471.0
"Oilseed, Copra",Samoa,0.0
"Oilseed, Copra",Sao Tome and Principe,0.0
"Oilseed, Copra",Singapore,1259.0
"Oilseed, Copra",Solomon Islands,0.0
"Oilseed, Copra",Spain,203.0
"Oilseed, Copra",Sri Lanka,0.0
"Oilseed, Copra",Sweden,909.0
"Oilseed, Copra",Switzerland,218.0
"Oilseed, Copra",Tanzania,8.0
"Oilseed, Copra",Thailand,69.0
"Oilseed, Copra",Union of Soviet Socialist Repu,240.0
"Oilseed, Copra",United Kingdom,601.0
"Oilseed, Copra",United States,2184.0
"Oilseed, Copra",Vanuatu/New Hebrides,0.0
"Oilseed, Copra",Venezuela,185.0
"Oilseed, Copra",Vietnam,10.0
"Oilseed, Cottonseed",Algeria,0.0
"Oilseed, Cottonseed",Argentina,9.0
"Oilseed, Cottonseed",Armenia,140.0
"Oilseed, Cottonseed",Australia,2.0
"Oilseed, Cottonseed",Azerbaijan,0.0
"Oilseed, Cottonseed",Benin,0.0
"Oilseed, Cottonseed",Brazil,54.0
"Oilseed, Cottonseed",Burkina,92.0
"Oilseed, Cottonseed",Burma,0.0
"Oilseed, Cottonseed",Cameroon,1.0
"Oilseed, Cottonseed",Chad,0.0
"Oilseed, Cottonseed",China,1147.0
"Oilseed, Cottonseed",Cote d'Ivoire,30.0
"Oilseed, Cottonseed",Denmark,4.0
"Oilseed, Cottonseed",EU-15,1205.0
"Oilseed, Cottonseed",EU-25,0.0
"Oilseed, Cottonseed",Egypt,0.0
"Oilseed, Cottonseed",European Union,1693.0
"Oilseed, Cottonseed",France,1.0
"Oilseed, Cottonseed",Georgia,20.0
"Oilseed, Cottonseed","Germany, Federal Republic of",4.0
"Oilseed, Cottonseed",Greece,540.0
