commodity,country,quantity
"Meal, Fish",Romania,816.0
"Meal, Fish",Russia,1220.0
"Meal, Fish",Senegal,0.0
"Meal, Fish",South Africa,1777.0
"Meal, Fish",Spain,1180.0
"Meal, Fish",Sweden,2062.0
"Meal, Fish",Switzerland,2078.0
"Meal, Fish",Taiwan,10749.0
"Meal, Fish",Thailand,1436.0
"Meal, Fish",Turkey,1129.0
"Meal, Fish",Union of Soviet Socialist Repu,195.0
"Meal, Fish",United Kingdom,7580.0
"Meal, Fish",United States,6790.0
"Meal, Fish",Venezuela,235.0
"Meal, Palm Kernel",Australia,749.0
"Meal, Palm Kernel",Belgium-Luxembourg,156.0
"Meal, Palm Kernel",Benin,0.0
"Meal, Palm Kernel",Brazil,0.0
"Meal, Palm Kernel",Cameroon,0.0
"Meal, Palm Kernel",Colombia,10.0
"Meal, Palm Kernel",Congo (Kinshasa),0.0
"Meal, Palm Kernel",Costa Rica,117.0
"Meal, Palm Kernel",Cote d'Ivoire,0.0
"Meal, Palm Kernel",Denmark,661.0
"Meal, Palm Kernel",Dominican Republic,0.0
"Meal, Palm Kernel",EU-15,15018.0
"Meal, Palm Kernel",EU-25,0.0
"Meal, Palm Kernel",Ecuador,1.0
"Meal, Palm Kernel",European Union,38534.0
"Meal, Palm Kernel",Former Czechoslovakia,14.0
"Meal, Palm Kernel",France,185.0
"Meal, Palm Kernel",Germany,0.0
"Meal, Palm Kernel","Germany, Federal Republic of",8183.0
"Meal, Palm Kernel",Ghana,19.0
"Meal, Palm Kernel",Guatemala,0.0
"Meal, Palm Kernel",Guinea,0.0
"Meal, Palm Kernel",Guinea-Bissau,0.0
"Meal, Palm Kernel",Honduras,4.0
"Meal, Palm Kernel",Hungary,256.0
"Meal, Palm Kernel",India,64.0
"Meal, Palm Kernel",Indonesia,4.0
"Meal, Palm Kernel",Ireland,27.0
"Meal, Palm Kernel",Italy,0.0
"Meal, Palm Kernel","Korea, South",9170.0
"Meal, Palm Kernel",Liberia,0.0
"Meal, Palm Kernel",Malaysia,83.0
"Meal, Palm Kernel",Netherlands,5331.0
"Meal, Palm Kernel",New Zealand,12764.0
"Meal, Palm Kernel",Nigeria,0.0
"Meal, Palm Kernel",Papua New Guinea,0.0
"Meal, Palm Kernel",Philippines,294.0
"Meal, Palm Kernel",Poland,10.0
"Meal, Palm Kernel",Portugal,306.0
"Meal, Palm Kernel",Romania,224.0
"Meal, Palm Kernel",Sierra Leone,0.0
"Meal, Palm Kernel",Singapore,280.0
"Meal, Palm Kernel",Sweden,84.0
"Meal, Palm Kernel",Switzerland,4.0
"Meal, Palm Kernel",Thailand,834.0
"Meal, Palm Kernel",Togo,0.0
"Meal, Palm Kernel",Union of Soviet Socialist Repu,0.0
"Meal, Palm Kernel",United Kingdom,535.0
"Meal, Palm Kernel",Vietnam,1621.0
"Meal, Peanut",Argentina,0.0
"Meal, Peanut",Bangladesh,5.0
"Meal, Peanut",Belgium-Luxembourg,683.0
"Meal, Peanut",Benin,0.0
"Meal, Peanut",Brazil,0.0
"Meal, Peanut",Burkina,0.0
"Meal, Peanut",Burma,0.0
"Meal, Peanut",Cameroon,0.0
"Meal, Peanut",Central African Republic,0.0
"Meal, Peanut",Chad,0.0
"Meal, Peanut",China,574.0
"Meal, Peanut",Colombia,0.0
"Meal, Peanut",Congo (Kinshasa),0.0
"Meal, Peanut",Cote d'Ivoire,0.0
"Meal, Peanut",EU-15,1742.0
"Meal, Peanut",EU-25,0.0
"Meal, Peanut",Ecuador,0.0
"Meal, Peanut",European Union,823.0
"Meal, Peanut",Former Czechoslovakia,605.0
"Meal, Peanut",France,4155.0
"Meal, Peanut","Gambia, The",0.0
"Meal, Peanut",German Democratic Republic,338.0
"Meal, Peanut",Germany,0.0
"Meal, Peanut","Germany, Federal Republic of",1469.0
"Meal, Peanut",India,0.0
"Meal, Peanut",Indonesia,1411.0
"Meal, Peanut",Ireland,80.0
"Meal, Peanut",Italy,570.0
"Meal, Peanut",Japan,0.0
"Meal, Peanut",Malawi,0.0
"Meal, Peanut",Malaysia,493.0
"Meal, Peanut",Mali,0.0
"Meal, Peanut",Mexico,55.0
"Meal, Peanut",Morocco,3.0
"Meal, Peanut",Mozambique,0.0
"Meal, Peanut",Netherlands,644.0
"Meal, Peanut",Niger,0.0
"Meal, Peanut",Nigeria,6.0
"Meal, Peanut",Philippines,32.0
"Meal, Peanut",Portugal,436.0
"Meal, Peanut",Russia,141.0
"Meal, Peanut",Senegal,1.0
"Meal, Peanut",South Africa,85.0
"Meal, Peanut",Spain,159.0
"Meal, Peanut",Sudan,0.0
"Meal, Peanut",Switzerland,140.0
"Meal, Peanut",Taiwan,313.0
"Meal, Peanut",Tanzania,0.0
"Meal, Peanut",Thailand,2159.0
"Meal, Peanut",Togo,0.0
"Meal, Peanut",Turkey,0.0
"Meal, Peanut",Uganda,0.0
"Meal, Peanut",Union of Soviet Socialist Repu,647.0
"Meal, Peanut",United Kingdom,1748.0
"Meal, Peanut",United States,0.0
"Meal, Peanut",Vietnam,154.0
"Meal, Peanut",Zambia,0.0
"Meal, Peanut",Zimbabwe,0.0
"Meal, Rapeseed",Algeria,2.0
"Meal, Rapeseed",Argentina,0.0
"Meal, Rapeseed",Australia,11.0
"Meal, Rapeseed",Austria,185.0
"Meal, Rapeseed",Bangladesh,972.0
"Meal, Rapeseed",Belarus,0.0
"Meal, Rapeseed",Belgium-Luxembourg,1160.0
"Meal, Rapeseed",Canada,147.0
"Meal, Rapeseed",Chile,64.0
"Meal, Rapeseed",China,5101.0
"Meal, Rapeseed",Czech Republic,22.0
"Meal, Rapeseed",Denmark,2327.0
"Meal, Rapeseed",EU-15,6229.0
"Meal, Rapeseed",EU-25,0.0
"Meal, Rapeseed",Ethiopia,0.0
"Meal, Rapeseed",European Union,3325.0
"Meal, Rapeseed",Finland,0.0
"Meal, Rapeseed",Former Czechoslovakia,0.0
"Meal, Rapeseed",France,933.0
"Meal, Rapeseed",German Democratic Republic,40.0
"Meal, Rapeseed","Germany, Federal Republic of",4059.0
"Meal, Rapeseed",Hungary,13.0
"Meal, Rapeseed",India,0.0
"Meal, Rapeseed",Indonesia,2819.0
"Meal, Rapeseed",Ireland,783.0
"Meal, Rapeseed",Italy,203.0
"Meal, Rapeseed",Japan,3874.0
"Meal, Rapeseed",Kazakhstan,0.0
"Meal, Rapeseed","Korea, South",11313.0
"Meal, Rapeseed",Lithuania,0.0
"Meal, Rapeseed",Mexico,1151.0
"Meal, Rapeseed",Morocco,4.0
"Meal, Rapeseed",Netherlands,4383.0
"Meal, Rapeseed",Nigeria,0.0
"Meal, Rapeseed",Norway,2853.0
"Meal, Rapeseed",Pakistan,167.0
"Meal, Rapeseed",Paraguay,0.0
"Meal, Rapeseed",Poland,34.0
"Meal, Rapeseed",Romania,2.0
"Meal, Rapeseed",Russia,28.0
"Meal, Rapeseed",Slovakia,1.0
"Meal, Rapeseed",Spain,377.0
"Meal, Rapeseed",Sweden,86.0
"Meal, Rapeseed",Switzerland,455.0
"Meal, Rapeseed",Taiwan,2252.0
"Meal, Rapeseed",Thailand,3887.0
"Meal, Rapeseed",Turkey,478.0
"Meal, Rapeseed",Ukraine,13.0
"Meal, Rapeseed",Union of Soviet Socialist Repu,222.0
"Meal, Rapeseed",United Arab Emirates,39.0
"Meal, Rapeseed",United Kingdom,2091.0
"Meal, Rapeseed",United States,37574.0
"Meal, Soybean",Algeria,17316.0
"Meal, Soybean",Argentina,45.0
"Meal, Soybean",Australia,9805.0
"Meal, Soybean",Austria,7657.0
"Meal, Soybean",Bangladesh,4115.0
"Meal, Soybean",Barbados,1.0
"Meal, Soybean",Belarus,3601.0
"Meal, Soybean",Belgium-Luxembourg,13695.0
"Meal, Soybean",Bolivia,1.0
"Meal, Soybean",Bosnia and Herzegovina,755.0
"Meal, Soybean",Brazil,3463.0
"Meal, Soybean",Bulgaria,6103.0
"Meal, Soybean",Burma,0.0
"Meal, Soybean",Canada,34162.0
"Meal, Soybean",Chile,11095.0
"Meal, Soybean",China,13515.0
"Meal, Soybean",Colombia,15222.0
"Meal, Soybean",Costa Rica,596.0
"Meal, Soybean",Cote d'Ivoire,29.0
"Meal, Soybean",Croatia,452.0
"Meal, Soybean",Cuba,7862.0
"Meal, Soybean",Cyprus,1278.0
"Meal, Soybean",Czech Republic,2325.0
"Meal, Soybean",Denmark,20184.0
"Meal, Soybean",Dominican Republic,9017.0
"Meal, Soybean",EU-15,107163.0
"Meal, Soybean",EU-25,0.0
"Meal, Soybean",Ecuador,7944.0
"Meal, Soybean",Egypt,18184.0
"Meal, Soybean",El Salvador,3884.0
"Meal, Soybean",Estonia,535.0
"Meal, Soybean",European Union,329704.0
"Meal, Soybean",Finland,92.0
"Meal, Soybean",Former Czechoslovakia,9822.0
"Meal, Soybean",Former Yugoslavia,4003.0
"Meal, Soybean",France,57988.0
"Meal, Soybean",Georgia,252.0
"Meal, Soybean",German Democratic Republic,18511.0
"Meal, Soybean","Germany, Federal Republic of",41933.0
"Meal, Soybean",Greece,740.0
"Meal, Soybean",Guatemala,5385.0
"Meal, Soybean",Guyana,320.0
"Meal, Soybean",Honduras,3010.0
"Meal, Soybean",Hungary,15519.0
"Meal, Soybean",India,104.0
"Meal, Soybean",Indonesia,45554.0
"Meal, Soybean",Iran,26366.0
"Meal, Soybean",Iraq,3014.0
"Meal, Soybean",Ireland,4032.0
"Meal, Soybean",Israel,1764.0
"Meal, Soybean",Italy,22793.0
"Meal, Soybean",Jamaica,2222.0
"Meal, Soybean",Japan,38039.0
"Meal, Soybean",Jordan,5659.0
"Meal, Soybean",Kazakhstan,98.0
"Meal, Soybean",Kenya,335.0
"Meal, Soybean","Korea, North",1340.0
"Meal, Soybean","Korea, South",35602.0
"Meal, Soybean",Kyrgyzstan,0.0
"Meal, Soybean",Latvia,1158.0
"Meal, Soybean",Lebanon,3419.0
"Meal, Soybean",Libya,4140.0
"Meal, Soybean",Lithuania,1309.0
"Meal, Soybean",Macedonia,481.0
"Meal, Soybean",Malaysia,20417.0
"Meal, Soybean",Malta,120.0
"Meal, Soybean",Mexico,23704.0
"Meal, Soybean",Morocco,3904.0
"Meal, Soybean",Netherlands,24869.0
"Meal, Soybean",Netherlands Antilles,20.0
"Meal, Soybean",New Zealand,2549.0
"Meal, Soybean",Nicaragua,996.0
"Meal, Soybean",Nigeria,740.0
"Meal, Soybean",Norway,1096.0
"Meal, Soybean",Pakistan,6033.0
"Meal, Soybean",Panama,3289.0
"Meal, Soybean",Paraguay,12.0
"Meal, Soybean",Peru,16069.0
"Meal, Soybean",Philippines,39392.0
"Meal, Soybean",Poland,20632.0
"Meal, Soybean",Portugal,2374.0
"Meal, Soybean",Romania,5541.0
"Meal, Soybean",Russia,19137.0
"Meal, Soybean",Saudi Arabia,14783.0
"Meal, Soybean",Serbia,300.0
"Meal, Soybean",Serbia and Montenegro,1180.0
"Meal, Soybean",Singapore,3779.0
"Meal, Soybean",Slovenia,882.0
"Meal, Soybean",South Africa,13954.0
"Meal, Soybean",Spain,13203.0
"Meal, Soybean",Sri Lanka,2346.0
"Meal, Soybean",Suriname,35.0
"Meal, Soybean",Sweden,4912.0
"Meal, Soybean",Switzerland,5423.0
"Meal, Soybean",Syria,8131.0
"Meal, Soybean",Taiwan,1690.0
"Meal, Soybean",Thailand,43339.0
"Meal, Soybean",Trinidad and Tobago,1063.0
"Meal, Soybean",Tunisia,5950.0
"Meal, Soybean",Turkey,11317.0
"Meal, Soybean",Ukraine,6410.0
"Meal, Soybean",Union of Soviet Socialist Repu,10033.0
"Meal, Soybean",United Arab Emirates,2933.0
"Meal, Soybean",United Kingdom,16623.0
"Meal, Soybean",United States,3270.0
"Meal, Soybean",Uruguay,2043.0
"Meal, Soybean",Uzbekistan,206.0
"Meal, Soybean",Venezuela,25468.0
"Meal, Soybean",Vietnam,31832.0
"Meal, Soybean",Yemen,2024.0
"Meal, Soybean",Zambia,20.0
"Meal, Soybean",Zimbabwe,30.0
"Meal, Soybean (Local)",Argentina,12.0
"Meal, Soybean (Local)",Brazil,3013.0
"Meal, Sunflowerseed",Argentina,0.0
"Meal, Sunflowerseed",Armenia,0.0
"Meal, Sunflowerseed",Australia,1.0
"Meal, Sunflowerseed",Austria,43.0
"Meal, Sunflowerseed",Azerbaijan,0.0
"Meal, Sunflowerseed",Belarus,5921.0
"Meal, Sunflowerseed",Belgium-Luxembourg,1560.0
"Meal, Sunflowerseed",Bolivia,0.0
"Meal, Sunflowerseed",Bosnia and Herzegovina,17.0
"Meal, Sunflowerseed",Brazil,60.0
"Meal, Sunflowerseed",Bulgaria,252.0
"Meal, Sunflowerseed",Burma,0.0
"Meal, Sunflowerseed",Canada,91.0
"Meal, Sunflowerseed",China,55.0
"Meal, Sunflowerseed",Croatia,11.0
"Meal, Sunflowerseed",Czech Republic,72.0
"Meal, Sunflowerseed",Denmark,4013.0
"Meal, Sunflowerseed",EU-15,13179.0
"Meal, Sunflowerseed",EU-25,0.0
"Meal, Sunflowerseed",Egypt,1030.0
"Meal, Sunflowerseed",European Union,35764.0
"Meal, Sunflowerseed",Finland,0.0
"Meal, Sunflowerseed",Former Czechoslovakia,448.0
"Meal, Sunflowerseed",Former Yugoslavia,9.0
"Meal, Sunflowerseed",France,1656.0
"Meal, Sunflowerseed",German Democratic Republic,1141.0
"Meal, Sunflowerseed","Germany, Federal Republic of",4074.0
"Meal, Sunflowerseed",Greece,26.0
"Meal, Sunflowerseed",Hungary,196.0
"Meal, Sunflowerseed",India,213.0
"Meal, Sunflowerseed",Iran,465.0
"Meal, Sunflowerseed",Ireland,449.0
"Meal, Sunflowerseed",Israel,3021.0
"Meal, Sunflowerseed",Italy,579.0
"Meal, Sunflowerseed",Kazakhstan,41.0
"Meal, Sunflowerseed",Macedonia,131.0
"Meal, Sunflowerseed",Mexico,121.0
"Meal, Sunflowerseed",Moldova,5.0
"Meal, Sunflowerseed",Morocco,1702.0
"Meal, Sunflowerseed",Netherlands,3780.0
"Meal, Sunflowerseed",Norway,79.0
"Meal, Sunflowerseed",Pakistan,0.0
"Meal, Sunflowerseed",Paraguay,0.0
"Meal, Sunflowerseed",Portugal,231.0
"Meal, Sunflowerseed",Romania,44.0
"Meal, Sunflowerseed",Russia,740.0
"Meal, Sunflowerseed",Serbia,146.0
"Meal, Sunflowerseed",Serbia and Montenegro,53.0
"Meal, Sunflowerseed",Slovakia,0.0
"Meal, Sunflowerseed",Slovenia,123.0
"Meal, Sunflowerseed",South Africa,1266.0
"Meal, Sunflowerseed",Spain,406.0
"Meal, Sunflowerseed",Sweden,48.0
"Meal, Sunflowerseed",Switzerland,73.0
"Meal, Sunflowerseed",Taiwan,0.0
"Meal, Sunflowerseed",Thailand,761.0
"Meal, Sunflowerseed",Turkey,6516.0
"Meal, Sunflowerseed",Ukraine,5.0
"Meal, Sunflowerseed",Union of Soviet Socialist Repu,115.0
"Meal, Sunflowerseed",United Kingdom,3126.0
"Meal, Sunflowerseed",United States,223.0
"Meal, Sunflowerseed",Uruguay,802.0
"Meat, Beef and Veal",Albania,85.0
"Meat, Beef and Veal",Algeria,1451.0
"Meat, Beef and Veal",Angola,1381.0
"Meat, Beef and Veal",Argentina,232.0
"Meat, Beef and Veal",Armenia,120.0
"Meat, Beef and Veal",Australia,187.0
"Meat, Beef and Veal",Austria,225.0
"Meat, Beef and Veal",Azerbaijan,352.0
"Meat, Beef and Veal",Belarus,256.0
"Meat, Beef and Veal",Belgium-Luxembourg,1012.0
"Meat, Beef and Veal",Belize,0.0
"Meat, Beef and Veal",Bosnia and Herzegovina,315.0
"Meat, Beef and Veal",Brazil,3659.0
"Meat, Beef and Veal",Bulgaria,219.0
"Meat, Beef and Veal",Canada,8903.0
"Meat, Beef and Veal",Chile,3697.0
"Meat, Beef and Veal",China,1709.0
"Meat, Beef and Veal",Colombia,52.0
"Meat, Beef and Veal",Congo (Brazzaville),296.0
"Meat, Beef and Veal",Costa Rica,88.0
"Meat, Beef and Veal",Cote d'Ivoire,117.0
"Meat, Beef and Veal",Czech Republic,41.0
"Meat, Beef and Veal",Denmark,282.0
"Meat, Beef and Veal",Dominican Republic,72.0
"Meat, Beef and Veal",EU-15,2721.0
"Meat, Beef and Veal",Ecuador,0.0
"Meat, Beef and Veal",Egypt,6611.0
"Meat, Beef and Veal",El Salvador,440.0
"Meat, Beef and Veal",Estonia,0.0
"Meat, Beef and Veal",European Union,8331.0
"Meat, Beef and Veal",Finland,45.0
"Meat, Beef and Veal",Former Czechoslovakia,890.0
"Meat, Beef and Veal",Former Yugoslavia,716.0
"Meat, Beef and Veal",France,6336.0
"Meat, Beef and Veal",Gabon,234.0
"Meat, Beef and Veal",Georgia,276.0
"Meat, Beef and Veal",German Democratic Republic,857.0
"Meat, Beef and Veal",Germany,875.0
"Meat, Beef and Veal","Germany, Federal Republic of",6914.0
"Meat, Beef and Veal",Ghana,147.0
"Meat, Beef and Veal",Greece,2710.0
"Meat, Beef and Veal",Guatemala,130.0
"Meat, Beef and Veal",Haiti,0.0
"Meat, Beef and Veal",Honduras,69.0
"Meat, Beef and Veal",Hong Kong,4881.0
"Meat, Beef and Veal",Hungary,330.0
"Meat, Beef and Veal",India,0.0
"Meat, Beef and Veal",Iran,2057.0
"Meat, Beef and Veal",Ireland,199.0
"Meat, Beef and Veal",Israel,2852.0
"Meat, Beef and Veal",Italy,11554.0
"Meat, Beef and Veal",Jamaica,143.0
"Meat, Beef and Veal",Japan,23740.0
"Meat, Beef and Veal",Jordan,541.0
"Meat, Beef and Veal",Kazakhstan,309.0
"Meat, Beef and Veal","Korea, South",7774.0
"Meat, Beef and Veal",Kuwait,592.0
"Meat, Beef and Veal",Kyrgyzstan,0.0
"Meat, Beef and Veal",Latvia,0.0
"Meat, Beef and Veal",Lebanon,692.0
"Meat, Beef and Veal",Libya,307.0
"Meat, Beef and Veal",Lithuania,0.0
"Meat, Beef and Veal",Macedonia,327.0
"Meat, Beef and Veal",Malaysia,2997.0
"Meat, Beef and Veal",Mexico,7113.0
"Meat, Beef and Veal",Moldova,0.0
"Meat, Beef and Veal",Morocco,24.0
"Meat, Beef and Veal",Netherlands,2273.0
"Meat, Beef and Veal",New Zealand,244.0
"Meat, Beef and Veal",Nicaragua,2.0
"Meat, Beef and Veal",Norway,118.0
"Meat, Beef and Veal",Oman,425.0
"Meat, Beef and Veal",Pakistan,39.0
"Meat, Beef and Veal",Panama,2.0
"Meat, Beef and Veal",Paraguay,24.0
"Meat, Beef and Veal",Peru,390.0
"Meat, Beef and Veal",Philippines,2827.0
"Meat, Beef and Veal",Poland,732.0
"Meat, Beef and Veal",Portugal,642.0
"Meat, Beef and Veal",Romania,395.0
"Meat, Beef and Veal",Russia,25862.0
"Meat, Beef and Veal",Saudi Arabia,2989.0
"Meat, Beef and Veal",Senegal,91.0
"Meat, Beef and Veal",Singapore,844.0
"Meat, Beef and Veal",Slovakia,3.0
"Meat, Beef and Veal",South Africa,2585.0
"Meat, Beef and Veal",Spain,1675.0
"Meat, Beef and Veal",Sweden,395.0
"Meat, Beef and Veal",Switzerland,1177.0
"Meat, Beef and Veal",Taiwan,2818.0
"Meat, Beef and Veal",Tajikistan,121.0
"Meat, Beef and Veal",Turkey,262.0
"Meat, Beef and Veal",Turkmenistan,131.0
"Meat, Beef and Veal",Ukraine,201.0
"Meat, Beef and Veal",Union of Soviet Socialist Repu,5020.0
"Meat, Beef and Veal",United Arab Emirates,992.0
"Meat, Beef and Veal",United Kingdom,13323.0
"Meat, Beef and Veal",United States,55297.0
"Meat, Beef and Veal",Uruguay,32.0
"Meat, Beef and Veal",Uzbekistan,1364.0
"Meat, Beef and Veal",Venezuela,2741.0
"Meat, Beef and Veal",Vietnam,97.0
"Meat, Beef and Veal",Yugoslavia (>05/92),14.0
"Meat, Swine",Afghanistan,0.0
"Meat, Swine",Albania,237.0
"Meat, Swine",Angola,794.0
"Meat, Swine",Antigua and Barbuda,0.0
"Meat, Swine",Argentina,782.0
"Meat, Swine",Armenia,151.0
"Meat, Swine",Australia,2184.0
"Meat, Swine",Austria,101.0
"Meat, Swine",Azerbaijan,35.0
"Meat, Swine","Bahamas, The",141.0
"Meat, Swine",Belarus,859.0
"Meat, Swine",Belgium-Luxembourg,900.0
"Meat, Swine",Bosnia and Herzegovina,168.0
"Meat, Swine",Brazil,166.0
"Meat, Swine",Bulgaria,114.0
"Meat, Swine",Canada,3775.0
"Meat, Swine",Chile,267.0
"Meat, Swine",China,6125.0
"Meat, Swine",Colombia,365.0
"Meat, Swine",Congo (Brazzaville),94.0
"Meat, Swine",Congo (Kinshasa),181.0
"Meat, Swine",Costa Rica,0.0
"Meat, Swine",Cote d'Ivoire,187.0
"Meat, Swine",Croatia,64.0
"Meat, Swine",Cuba,194.0
"Meat, Swine",Czech Republic,89.0
"Meat, Swine",Denmark,74.0
"Meat, Swine",Dominican Republic,230.0
"Meat, Swine",EU-15,331.0
"Meat, Swine",Ecuador,85.0
"Meat, Swine",El Salvador,65.0
"Meat, Swine",Estonia,0.0
"Meat, Swine",European Union,684.0
"Meat, Swine",Finland,15.0
"Meat, Swine",Former Czechoslovakia,486.0
"Meat, Swine",Former Yugoslavia,405.0
"Meat, Swine",France,8149.0
"Meat, Swine",Gabon,112.0
"Meat, Swine",Georgia,269.0
"Meat, Swine",German Democratic Republic,411.0
"Meat, Swine",Germany,1784.0
"Meat, Swine","Germany, Federal Republic of",9341.0
"Meat, Swine",Ghana,59.0
"Meat, Swine",Greece,722.0
"Meat, Swine",Guatemala,177.0
"Meat, Swine",Haiti,93.0
"Meat, Swine",Honduras,241.0
"Meat, Swine",Hong Kong,9532.0
"Meat, Swine",Hungary,449.0
"Meat, Swine",India,0.0
"Meat, Swine",Iran,4.0
"Meat, Swine",Ireland,217.0
"Meat, Swine",Israel,0.0
"Meat, Swine",Italy,8487.0
"Meat, Swine",Jamaica,35.0
"Meat, Swine",Japan,30864.0
"Meat, Swine",Kazakhstan,117.0
"Meat, Swine","Korea, North",422.0
"Meat, Swine","Korea, South",6296.0
"Meat, Swine",Kyrgyzstan,78.0
"Meat, Swine",Latvia,0.0
"Meat, Swine",Lithuania,0.0
"Meat, Swine",Macau,350.0
"Meat, Swine",Macedonia,216.0
"Meat, Swine",Mexico,9609.0
"Meat, Swine",Moldova,94.0
"Meat, Swine",Montenegro,327.0
"Meat, Swine",Morocco,0.0
"Meat, Swine",Netherlands,944.0
"Meat, Swine",Netherlands Antilles,39.0
"Meat, Swine",New Zealand,641.0
"Meat, Swine",Nicaragua,1.0
"Meat, Swine",Norway,210.0
"Meat, Swine",Panama,177.0
"Meat, Swine",Peru,6.0
"Meat, Swine",Philippines,1648.0
"Meat, Swine",Poland,1492.0
"Meat, Swine",Portugal,318.0
"Meat, Swine",Romania,165.0
"Meat, Swine",Russia,17282.0
"Meat, Swine",Serbia,158.0
"Meat, Swine",Singapore,1868.0
"Meat, Swine",South Africa,532.0
"Meat, Swine",Spain,900.0
"Meat, Swine",Sweden,407.0
"Meat, Swine",Switzerland,553.0
"Meat, Swine",Taiwan,793.0
"Meat, Swine",Tajikistan,26.0
"Meat, Swine",Trinidad and Tobago,128.0
"Meat, Swine",Turkmenistan,32.0
"Meat, Swine",Ukraine,1581.0
"Meat, Swine",Union of Soviet Socialist Repu,2436.0
"Meat, Swine",United Kingdom,18268.0
"Meat, Swine",United States,18105.0
"Meat, Swine",Uruguay,301.0
"Meat, Swine",Uzbekistan,116.0
"Meat, Swine",Venezuela,220.0
"Meat, Swine",Vietnam,42.0
"Meat, Swine",Yugoslavia (>05/92),16.0
Millet,Angola,0.0
Millet,Argentina,0.0
Millet,Australia,0.0
Millet,Bangladesh,0.0
Millet,Benin,0.0
Millet,Botswana,0.0
Millet,Bulgaria,0.0
Millet,Burkina,0.0
Millet,Burma,0.0
Millet,Burundi,0.0
Millet,Cameroon,0.0
Millet,Central African Republic,0.0
Millet,Chad,34.0
Millet,China,0.0
Millet,Congo (Kinshasa),0.0
Millet,Cote d'Ivoire,15.0
Millet,EU-15,603.0
Millet,Eritrea,0.0
Millet,Ethiopia,0.0
Millet,"Gambia, The",0.0
Millet,Ghana,0.0
Millet,Guinea,0.0
Millet,Guinea-Bissau,0.0
Millet,Haiti,0.0
Millet,India,0.0
Millet,Iraq,0.0
Millet,Japan,726.0
Millet,Kazakhstan,0.0
Millet,Kenya,0.0
Millet,"Korea, North",0.0
Millet,"Korea, South",0.0
Millet,Mali,40.0
Millet,Mauritania,0.0
Millet,Mozambique,0.0
Millet,Nepal,0.0
Millet,Niger,0.0
Millet,Nigeria,0.0
Millet,Pakistan,0.0
Millet,Peru,0.0
Millet,Russia,0.0
Millet,Rwanda,0.0
Millet,Senegal,245.0
Millet,Sierra Leone,0.0
Millet,South Sudan,0.0
Millet,Sri Lanka,0.0
Millet,Sudan,0.0
Millet,Syria,0.0
Millet,Taiwan,24.0
Millet,Tanzania,0.0
Millet,Togo,0.0
Millet,Turkey,0.0
Millet,Uganda,0.0
Millet,Ukraine,0.0
Millet,Union of Soviet Socialist Repu,0.0
Millet,Yemen,0.0
Millet,Yemen (Aden),0.0
Millet,Zambia,0.0
Millet,Zimbabwe,0.0
Mixed Grain,Bangladesh,36.0
Mixed Grain,Canada,0.0
Mixed Grain,EU-15,504.0
Mixed Grain,EU-25,0.0
Mixed Grain,European Union,0.0
Mixed Grain,Former Yugoslavia,0.0
Mixed Grain,Norway,0.0
Mixed Grain,Poland,0.0
Mixed Grain,Serbia and Montenegro,0.0
Mixed Grain,Switzerland,331.0
Mixed Grain,Turkey,0.0
Oats,Albania,10.0
Oats,Algeria,220.0
Oats,Argentina,43.0
Oats,Armenia,0.0
Oats,Australia,16.0
Oats,Azerbaijan,0.0
Oats,Belarus,15.0
Oats,Bosnia and Herzegovina,59.0
Oats,Brazil,639.0
Oats,Bulgaria,35.0
Oats,Canada,634.0
Oats,Chile,42.0
Oats,China,987.0
Oats,Colombia,621.0
Oats,Croatia,1.0
Oats,Czech Republic,1.0
Oats,EU-15,16689.0
Oats,EU-25,0.0
Oats,Ecuador,792.0
Oats,Estonia,77.0
Oats,European Union,89.0
Oats,Former Czechoslovakia,27.0
Oats,Former Yugoslavia,91.0
Oats,Georgia,0.0
Oats,Hungary,192.0
Oats,Japan,4674.0
Oats,Kazakhstan,0.0
Oats,Kyrgyzstan,0.0
Oats,Latvia,42.0
Oats,Lithuania,15.0
Oats,Macedonia,0.0
Oats,Mexico,1862.0
Oats,Moldova,0.0
Oats,Morocco,38.0
Oats,New Zealand,12.0
Oats,Norway,706.0
Oats,Poland,959.0
Oats,Romania,383.0
Oats,Russia,761.0
Oats,Serbia,8.0
Oats,Serbia and Montenegro,1.0
Oats,Slovakia,3.0
Oats,Slovenia,0.0
Oats,South Africa,589.0
Oats,Switzerland,5365.0
Oats,Tajikistan,0.0
Oats,Turkey,81.0
Oats,Ukraine,120.0
Oats,Union of Soviet Socialist Repu,1925.0
Oats,United States,46437.0
Oats,Uruguay,193.0
"Oil, Coconut",Australia,650.0
"Oil, Coconut",Austria,215.0
"Oil, Coconut",Bangladesh,569.0
"Oil, Coconut",Belgium-Luxembourg,664.0
"Oil, Coconut",Canada,1024.0
"Oil, Coconut",China,3457.0
"Oil, Coconut",Cote d'Ivoire,0.0
"Oil, Coconut",Denmark,96.0
"Oil, Coconut",EU-15,4529.0
"Oil, Coconut",EU-25,0.0
"Oil, Coconut",European Union,11503.0
"Oil, Coconut",Finland,61.0
"Oil, Coconut",Former Yugoslavia,8.0
"Oil, Coconut",France,1373.0
"Oil, Coconut",German Democratic Republic,88.0
"Oil, Coconut","Germany, Federal Republic of",3044.0
"Oil, Coconut",Ghana,1.0
"Oil, Coconut",Hungary,26.0
"Oil, Coconut",India,290.0
